day,side,won,entry,spread,filled,pnl_maker,chase_ask,chase_premium,pnl_chase
2026-05-14,YES,0,0.545,0.010000000000000009,False,,0.645,0.09999999999999998,-0.6614862
2026-05-14,YES,1,0.545,0.020000000000000018,False,,0.715,0.16999999999999993,0.2703282
2026-05-14,YES,0,0.475,0.009999999999999953,True,-0.465,,,
2026-05-14,YES,1,0.445,0.010000000000000009,True,0.565,,,
2026-05-14,YES,0,0.475,0.03999999999999998,False,,0.45499999999999996,-0.020000000000000018,-0.47285419999999995
2026-05-14,YES,1,0.405,0.010000000000000009,True,0.605,,,
2026-05-14,YES,1,0.475,0.009999999999999953,False,,0.49499999999999994,0.019999999999999962,0.4870018000000001
2026-05-14,YES,1,0.505,0.010000000000000009,False,,0.655,0.15000000000000002,0.32872979999999996
2026-05-14,YES,0,0.435,0.010000000000000009,True,-0.425,,,
2026-05-14,YES,0,0.535,0.010000000000000009,False,,0.665,0.13,-0.6810398000000001
2026-05-14,YES,1,0.495,0.010000000000000009,False,,0.6950000000000001,0.20000000000000007,0.28973779999999993
2026-05-14,YES,0,0.485,0.010000000000000009,True,-0.475,,,
2026-05-14,YES,0,0.435,0.03999999999999998,True,-0.395,,,
2026-05-14,YES,0,0.415,0.009999999999999953,False,,0.5049999999999999,0.08999999999999991,-0.5229981999999999
2026-05-14,YES,1,0.475,0.08999999999999997,False,,0.5549999999999999,0.07999999999999996,0.42721780000000004
2026-05-14,YES,1,0.485,0.010000000000000009,False,,0.595,0.10999999999999999,0.38764980000000004
2026-05-14,YES,1,0.475,0.009999999999999953,True,0.5349999999999999,,,
2026-05-14,YES,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-14,YES,1,0.515,0.010000000000000009,True,0.495,,,
2026-05-14,YES,0,0.485,0.010000000000000009,True,-0.475,,,
2026-05-14,YES,0,0.505,0.010000000000000009,False,,0.575,0.06999999999999995,-0.592595
2026-05-14,YES,1,0.515,0.010000000000000009,True,0.495,,,
2026-05-14,YES,1,0.515,0.010000000000000009,False,,0.705,0.18999999999999995,0.28002580000000005
2026-05-14,YES,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-14,YES,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-14,YES,1,0.475,0.009999999999999953,False,,0.565,0.08999999999999997,0.41730420000000007
2026-05-14,YES,1,0.465,0.020000000000000018,True,0.5549999999999999,,,
2026-05-14,YES,1,0.515,0.09000000000000002,False,,0.7849999999999999,0.2699999999999999,0.2028482000000001
2026-05-14,YES,1,0.465,0.010000000000000009,True,0.5449999999999999,,,
2026-05-14,YES,1,0.525,0.030000000000000027,False,,0.56,0.03500000000000003,0.42225919999999995
2026-05-14,YES,1,0.425,0.010000000000000009,False,,0.445,0.020000000000000018,0.5372178
2026-05-14,YES,0,0.515,0.030000000000000027,False,,0.555,0.040000000000000036,-0.5727822
2026-05-14,YES,1,0.505,0.010000000000000009,False,,0.665,0.16000000000000003,0.31896019999999997
2026-05-14,YES,0,0.475,0.009999999999999953,False,,0.5249999999999999,0.04999999999999993,-0.5429549999999999
2026-05-14,YES,1,0.475,0.009999999999999953,True,0.5349999999999999,,,
2026-05-14,YES,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-14,YES,1,0.405,0.010000000000000009,True,0.605,,,
2026-05-14,YES,0,0.425,0.08999999999999997,False,,0.575,0.14999999999999997,-0.592595
2026-05-14,YES,0,0.435,0.020000000000000018,False,,0.505,0.07,-0.5229982
2026-05-14,YES,0,0.505,0.010000000000000009,False,,0.545,0.040000000000000036,-0.5628542000000001
2026-05-14,YES,1,0.485,0.04999999999999999,False,,0.6950000000000001,0.21000000000000008,0.28973779999999993
2026-05-14,YES,0,0.425,0.019999999999999962,False,,0.425,0.0,-0.44259499999999996
2026-05-14,YES,1,0.525,0.010000000000000009,False,,0.555,0.030000000000000027,0.4272178
2026-05-14,YES,0,0.475,0.009999999999999953,False,,0.6099999999999999,0.1349999999999999,-0.6271287999999999
2026-05-14,YES,1,0.445,0.010000000000000009,True,0.565,,,
2026-05-14,YES,1,0.505,0.010000000000000009,False,,0.575,0.06999999999999995,0.407405
2026-05-14,YES,1,0.445,0.04999999999999999,False,,0.5149999999999999,0.0699999999999999,0.4670162000000001
2026-05-14,YES,1,0.415,0.03999999999999998,True,0.625,,,
2026-05-14,YES,1,0.515,0.010000000000000009,False,,0.535,0.020000000000000018,0.4470882
2026-05-14,YES,1,0.545,0.010000000000000009,False,,0.555,0.010000000000000009,0.4272178
2026-05-15,YES,0,0.515,0.010000000000000009,False,,0.675,0.16000000000000003,-0.690795
2026-05-15,YES,1,0.515,0.010000000000000009,True,0.495,,,
2026-05-15,YES,1,0.515,0.010000000000000009,True,0.495,,,
2026-05-15,YES,1,0.405,0.010000000000000009,False,,0.645,0.24,0.3385138
2026-05-15,YES,1,0.445,0.020000000000000018,True,0.575,,,
2026-05-15,YES,1,0.5650000000000001,0.010000000000000009,False,,0.625,0.05999999999999994,0.358125
2026-05-15,YES,1,0.435,0.06,False,,0.40499999999999997,-0.030000000000000027,0.5776498
2026-05-15,YES,1,0.405,0.010000000000000009,True,0.605,,,
2026-05-15,YES,0,0.415,0.06999999999999995,False,,0.42999999999999994,0.014999999999999958,-0.4476471999999999
2026-05-15,YES,0,0.425,0.010000000000000009,True,-0.415,,,
2026-05-15,YES,0,0.405,0.010000000000000009,False,,0.475,0.06999999999999995,-0.492955
2026-05-15,YES,1,0.475,0.009999999999999953,True,0.5349999999999999,,,
2026-05-15,YES,1,0.415,0.009999999999999953,False,,0.6099999999999999,0.1949999999999999,0.3728712000000001
2026-05-15,YES,0,0.405,0.010000000000000009,False,,0.425,0.019999999999999962,-0.44259499999999996
2026-05-15,YES,1,0.485,0.010000000000000009,False,,0.46499999999999997,-0.020000000000000018,0.5170882
2026-05-15,YES,0,0.425,0.019999999999999962,True,-0.405,,,
2026-05-15,YES,0,0.485,0.010000000000000009,False,,0.555,0.07000000000000006,-0.5727822
2026-05-15,YES,0,0.505,0.010000000000000009,False,,0.5650000000000001,0.06000000000000005,-0.5826958000000001
2026-05-15,YES,0,0.405,0.010000000000000009,True,-0.395,,,
2026-05-15,YES,0,0.465,0.010000000000000009,True,-0.455,,,
2026-05-15,YES,1,0.475,0.009999999999999953,False,,0.605,0.13,0.3777938
2026-05-15,YES,0,0.405,0.010000000000000009,False,,0.445,0.03999999999999998,-0.46278220000000003
2026-05-15,YES,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-15,YES,1,0.485,0.019999999999999962,False,,0.575,0.08999999999999997,0.407405
2026-05-15,YES,1,0.515,0.010000000000000009,False,,0.515,0.0,0.4670162
2026-05-15,YES,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-15,YES,0,0.485,0.010000000000000009,False,,0.485,0.0,-0.5029838
2026-05-15,YES,0,0.465,0.010000000000000009,True,-0.455,,,
2026-05-15,YES,1,0.495,0.010000000000000009,False,,0.635,0.14,0.3483122
2026-05-15,YES,0,0.465,0.010000000000000009,False,,0.545,0.08000000000000002,-0.5628542000000001
2026-05-15,YES,1,0.505,0.030000000000000027,True,0.525,,,
2026-05-15,YES,1,0.435,0.04999999999999999,False,,0.54,0.10500000000000004,0.4421152
2026-05-15,YES,1,0.405,0.010000000000000009,False,,0.42000000000000004,0.015000000000000013,0.5624608
2026-05-15,YES,1,0.465,0.040000000000000036,False,,0.48500000000000004,0.020000000000000018,0.4970161999999999
2026-05-15,YES,1,0.425,0.03999999999999998,False,,0.5449999999999999,0.11999999999999994,0.4371458000000001
2026-05-15,YES,0,0.415,0.07999999999999996,False,,0.44499999999999995,0.02999999999999997,-0.4627821999999999
2026-05-15,YES,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-15,YES,1,0.415,0.019999999999999962,False,,0.415,0.0,0.5675201999999999
2026-05-15,YES,1,0.455,0.010000000000000009,True,0.5549999999999999,,,
2026-05-15,YES,1,0.525,0.040000000000000036,False,,0.505,-0.020000000000000018,0.4770018
2026-05-15,YES,0,0.425,0.010000000000000009,False,,0.495,0.07,-0.5129982
2026-05-15,YES,1,0.415,0.019999999999999962,False,,0.5049999999999999,0.08999999999999991,0.4770018000000001
2026-05-15,YES,1,0.545,0.030000000000000027,False,,0.645,0.09999999999999998,0.3385138
2026-05-15,YES,0,0.445,0.04999999999999999,False,,0.495,0.04999999999999999,-0.5129982
2026-05-15,YES,0,0.555,0.020000000000000018,False,,0.625,0.06999999999999995,-0.641875
2026-05-15,YES,1,0.485,0.010000000000000009,True,0.525,,,
2026-05-15,YES,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-15,YES,1,0.485,0.010000000000000009,True,0.525,,,
2026-05-15,YES,1,0.505,0.04999999999999999,True,0.5449999999999999,,,
2026-05-15,YES,0,0.445,0.04999999999999999,False,,0.475,0.02999999999999997,-0.492955
2026-05-15,YES,0,0.515,0.010000000000000009,False,,0.515,0.0,-0.5329838
2026-05-15,YES,1,0.515,0.010000000000000009,False,,0.515,0.0,0.4670162
2026-05-15,YES,1,0.515,0.010000000000000009,False,,0.53,0.015000000000000013,0.4520648
2026-05-15,YES,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-15,YES,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-15,YES,1,0.415,0.009999999999999953,False,,0.585,0.16999999999999998,0.39752020000000005
2026-05-15,YES,0,0.515,0.010000000000000009,True,-0.505,,,
2026-05-15,YES,1,0.515,0.010000000000000009,False,,0.545,0.030000000000000027,0.4371458
2026-05-15,YES,1,0.405,0.040000000000000036,False,,0.615,0.20999999999999996,0.3679522
2026-05-15,YES,1,0.495,0.010000000000000009,False,,0.515,0.020000000000000018,0.4670162
2026-05-15,YES,1,0.425,0.010000000000000009,False,,0.525,0.10000000000000003,0.457045
2026-05-15,YES,0,0.445,0.030000000000000027,True,-0.415,,,
2026-05-15,YES,1,0.415,0.009999999999999953,True,0.595,,,
2026-05-15,YES,1,0.515,0.010000000000000009,True,0.495,,,
2026-05-15,YES,1,0.475,0.009999999999999953,False,,0.5800000000000001,0.1050000000000001,0.40246079999999995
2026-05-15,YES,0,0.505,0.030000000000000027,True,-0.475,,,
2026-05-15,YES,0,0.435,0.010000000000000009,False,,0.505,0.07,-0.5229982
2026-05-15,YES,0,0.425,0.010000000000000009,True,-0.415,,,
2026-05-15,YES,1,0.485,0.03999999999999998,False,,0.625,0.14,0.358125
2026-05-15,YES,1,0.535,0.010000000000000009,True,0.475,,,
2026-05-15,YES,0,0.425,0.010000000000000009,False,,0.435,0.010000000000000009,-0.4526958
2026-05-15,NO,0,0.475,0.039999999999999925,False,,0.5049999999999999,0.029999999999999916,-0.5229981999999999
2026-05-15,NO,1,0.435,0.010000000000000009,True,0.575,,,
2026-05-15,YES,1,0.585,0.019999999999999907,True,0.43499999999999994,,,
2026-05-15,NO,0,0.425,0.010000000000000009,True,-0.415,,,
2026-05-15,NO,0,0.455,0.010000000000000009,False,,0.585,0.12999999999999995,-0.6024798
2026-05-15,NO,1,0.515,0.010000000000000009,False,,0.585,0.06999999999999995,0.39752020000000005
2026-05-15,YES,1,0.485,0.010000000000000009,True,0.525,,,
2026-05-15,YES,1,0.405,0.010000000000000009,False,,0.515,0.10999999999999999,0.4670162
2026-05-15,YES,1,0.415,0.04999999999999999,False,,0.625,0.21000000000000002,0.358125
2026-05-15,NO,1,0.505,0.010000000000000009,True,0.505,,,
2026-05-15,YES,1,0.485,0.010000000000000009,False,,0.535,0.050000000000000044,0.4470882
2026-05-15,NO,0,0.395,0.010000000000000009,True,-0.385,,,
2026-05-15,NO,1,0.485,0.010000000000000009,False,,0.495,0.010000000000000009,0.4870018
2026-05-15,YES,0,0.425,0.03999999999999998,False,,0.645,0.22000000000000003,-0.6614862
2026-05-15,YES,1,0.515,0.010000000000000009,False,,0.585,0.06999999999999995,0.39752020000000005
2026-05-15,YES,1,0.465,0.08000000000000002,False,,0.645,0.18,0.3385138
2026-05-15,YES,1,0.485,0.010000000000000009,False,,0.485,0.0,0.4970162
2026-05-15,NO,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-15,YES,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-15,NO,0,0.335,0.010000000000000009,True,-0.325,,,
2026-05-15,YES,1,0.435,0.08000000000000002,False,,0.565,0.12999999999999995,0.41730420000000007
2026-05-15,YES,0,0.515,0.10999999999999999,True,-0.405,,,
2026-05-15,YES,1,0.415,0.009999999999999953,False,,0.6299999999999999,0.2149999999999999,0.3532168000000001
2026-05-15,YES,0,0.525,0.040000000000000036,True,-0.485,,,
2026-05-15,NO,1,0.465,0.020000000000000018,True,0.5549999999999999,,,
2026-05-15,NO,1,0.415,0.010000000000000009,False,,0.495,0.08000000000000002,0.4870018
2026-05-15,YES,1,0.465,0.010000000000000009,True,0.5449999999999999,,,
2026-05-15,YES,1,0.445,0.010000000000000009,False,,0.525,0.08000000000000002,0.457045
2026-05-15,YES,1,0.515,0.020000000000000018,False,,0.635,0.12,0.3483122
2026-05-15,YES,1,0.495,0.020000000000000018,True,0.525,,,
2026-05-15,YES,1,0.435,0.010000000000000009,True,0.575,,,
2026-05-15,NO,0,0.455,0.010000000000000009,False,,0.595,0.13999999999999996,-0.6123502
2026-05-15,NO,0,0.415,0.010000000000000009,False,,0.43500000000000005,0.020000000000000073,-0.45269580000000004
2026-05-15,YES,1,0.475,0.009999999999999953,False,,0.5149999999999999,0.039999999999999925,0.4670162000000001
2026-05-15,YES,0,0.415,0.009999999999999953,False,,0.5149999999999999,0.09999999999999992,-0.5329837999999999
2026-05-15,YES,1,0.505,0.010000000000000009,True,0.505,,,
2026-05-15,YES,1,0.425,0.06,False,,0.395,-0.02999999999999997,0.5877938
2026-05-15,YES,1,0.465,0.010000000000000009,True,0.5449999999999999,,,
2026-05-15,NO,0,0.415,0.010000000000000009,False,,0.405,-0.009999999999999953,-0.4223502
2026-05-15,YES,1,0.455,0.010000000000000009,False,,0.445,-0.010000000000000009,0.5372178
2026-05-15,YES,1,0.405,0.010000000000000009,False,,0.435,0.02999999999999997,0.5473041999999999
2026-05-15,NO,0,0.405,0.040000000000000036,False,,0.44000000000000006,0.03500000000000003,-0.45774080000000006
2026-05-15,YES,1,0.425,0.010000000000000009,False,,0.425,0.0,0.5574049999999999
2026-05-15,YES,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-15,YES,1,0.435,0.010000000000000009,False,,0.455,0.020000000000000018,0.5271457999999999
2026-05-15,NO,0,0.435,0.010000000000000009,False,,0.43500000000000005,5.551115123125783e-17,-0.45269580000000004
2026-05-15,NO,0,0.425,0.010000000000000009,False,,0.43500000000000005,0.010000000000000064,-0.45269580000000004
2026-05-16,YES,1,0.405,0.010000000000000009,True,0.605,,,
2026-05-16,NO,0,0.5650000000000001,0.020000000000000018,False,,0.575,0.009999999999999898,-0.592595
2026-05-16,YES,1,0.435,0.010000000000000009,True,0.575,,,
2026-05-16,NO,0,0.405,0.010000000000000009,False,,0.42500000000000004,0.020000000000000018,-0.44259500000000007
2026-05-16,YES,1,0.415,0.009999999999999953,False,,0.415,0.0,0.5675201999999999
2026-05-16,NO,1,0.505,0.010000000000000009,False,,0.505,0.0,0.4770018
2026-05-16,NO,0,0.195,0.019999999999999907,True,-0.1750000000000001,,,
2026-05-16,NO,1,0.465,0.010000000000000009,False,,0.46499999999999997,-5.551115123125783e-17,0.5170882
2026-05-16,NO,0,0.475,0.010000000000000009,False,,0.525,0.050000000000000044,-0.5429550000000001
2026-05-16,NO,0,0.435,0.010000000000000009,False,,0.43500000000000005,5.551115123125783e-17,-0.45269580000000004
2026-05-16,YES,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-16,NO,0,0.475,0.030000000000000027,False,,0.5900000000000001,0.1150000000000001,-0.6074168000000001
2026-05-16,NO,1,0.485,0.010000000000000009,True,0.525,,,
2026-05-16,NO,1,0.475,0.010000000000000009,True,0.535,,,
2026-05-16,NO,0,0.465,0.010000000000000009,False,,0.46499999999999997,-5.551115123125783e-17,-0.48291179999999995
2026-05-16,NO,0,0.495,0.010000000000000009,False,,0.495,0.0,-0.5129982
2026-05-16,NO,0,0.445,0.009999999999999898,True,-0.4350000000000001,,,
2026-05-16,NO,0,0.505,0.010000000000000009,False,,0.505,0.0,-0.5229982
2026-05-16,NO,0,0.395,0.010000000000000009,True,-0.385,,,
2026-05-16,YES,1,0.455,0.040000000000000036,False,,0.49500000000000005,0.040000000000000036,0.4870017999999999
2026-05-16,YES,1,0.405,0.010000000000000009,False,,0.41500000000000004,0.010000000000000009,0.5675201999999999
2026-05-16,NO,0,0.525,0.010000000000000009,True,-0.515,,,
2026-05-16,NO,0,0.415,0.010000000000000009,False,,0.405,-0.009999999999999953,-0.4223502
2026-05-16,NO,0,0.485,0.010000000000000009,True,-0.475,,,
2026-05-16,NO,0,0.425,0.010000000000000009,False,,0.475,0.04999999999999999,-0.492955
2026-05-16,NO,0,0.305,0.030000000000000027,False,,0.385,0.08000000000000002,-0.4020478
2026-05-16,NO,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-16,YES,1,0.455,0.010000000000000009,False,,0.455,0.0,0.5271457999999999
2026-05-16,YES,1,0.505,0.010000000000000009,True,0.505,,,
2026-05-16,YES,1,0.485,0.04999999999999999,False,,0.5149999999999999,0.029999999999999916,0.4670162000000001
2026-05-16,NO,0,0.295,0.010000000000000009,False,,0.33999999999999997,0.044999999999999984,-0.35615679999999994
2026-05-16,NO,0,0.14500000000000002,0.010000000000000009,False,,0.15500000000000003,0.010000000000000009,-0.16443020000000003
2026-05-16,NO,0,0.465,0.010000000000000009,True,-0.455,,,
2026-05-16,NO,0,0.485,0.010000000000000009,True,-0.475,,,
2026-05-16,NO,0,0.375,0.030000000000000027,False,,0.3500000000000001,-0.02499999999999991,-0.3663800000000001
2026-05-16,YES,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-16,NO,1,0.495,0.010000000000000009,True,0.515,,,
2026-05-16,NO,1,0.385,0.010000000000000009,False,,0.42500000000000004,0.040000000000000036,0.5574049999999999
2026-05-16,NO,0,0.115,0.010000000000000009,True,-0.105,,,
2026-05-16,YES,1,0.425,0.010000000000000009,False,,0.41500000000000004,-0.009999999999999953,0.5675201999999999
2026-05-16,YES,1,0.445,0.010000000000000009,True,0.565,,,
2026-05-16,NO,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-16,NO,0,0.465,0.05999999999999994,True,-0.4050000000000001,,,
2026-05-16,NO,0,0.475,0.020000000000000018,False,,0.45500000000000007,-0.019999999999999907,-0.47285420000000006
2026-05-16,YES,1,0.485,0.010000000000000009,False,,0.495,0.010000000000000009,0.4870018
2026-05-16,NO,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-16,NO,0,0.505,0.010000000000000009,True,-0.495,,,
2026-05-16,YES,1,0.445,0.03999999999999998,False,,0.485,0.03999999999999998,0.4970162
2026-05-16,NO,0,0.385,0.020000000000000018,False,,0.41500000000000004,0.030000000000000027,-0.4324798
2026-05-16,NO,0,0.485,0.010000000000000009,True,-0.475,,,
2026-05-16,YES,1,0.405,0.030000000000000027,True,0.625,,,
2026-05-16,YES,1,0.465,0.010000000000000009,True,0.5449999999999999,,,
2026-05-16,YES,0,0.485,0.010000000000000009,True,-0.475,,,
2026-05-16,NO,1,0.505,0.010000000000000009,True,0.505,,,
2026-05-16,YES,1,0.505,0.03999999999999998,True,0.5349999999999999,,,
2026-05-16,NO,0,0.385,0.010000000000000009,True,-0.375,,,
2026-05-16,NO,1,0.325,0.009999999999999898,False,,0.34499999999999986,0.01999999999999985,0.6387298000000001
2026-05-16,YES,0,0.495,0.010000000000000009,True,-0.485,,,
2026-05-16,NO,1,0.425,0.010000000000000009,True,0.585,,,
2026-05-16,YES,1,0.425,0.03999999999999998,False,,0.5049999999999999,0.0799999999999999,0.4770018000000001
2026-05-16,YES,1,0.425,0.010000000000000009,True,0.585,,,
2026-05-16,YES,1,0.405,0.010000000000000009,True,0.605,,,
2026-05-16,YES,1,0.425,0.06,False,,0.385,-0.03999999999999998,0.5979522
2026-05-16,YES,1,0.415,0.019999999999999962,True,0.605,,,
2026-05-16,NO,0,0.395,0.010000000000000009,True,-0.385,,,
2026-05-16,NO,1,0.375,0.010000000000000009,False,,0.395,0.020000000000000018,0.5877938
2026-05-16,YES,0,0.405,0.010000000000000009,False,,0.445,0.03999999999999998,-0.46278220000000003
2026-05-16,NO,0,0.065,0.010000000000000009,True,-0.05499999999999999,,,
2026-05-16,NO,0,0.165,0.020000000000000018,False,,0.21499999999999997,0.04999999999999996,-0.22715179999999996
2026-05-16,YES,1,0.455,0.010000000000000009,True,0.5549999999999999,,,
2026-05-16,YES,0,0.465,0.010000000000000009,True,-0.455,,,
2026-05-16,NO,0,0.415,0.010000000000000009,False,,0.42500000000000004,0.010000000000000064,-0.44259500000000007
2026-05-16,YES,1,0.435,0.010000000000000009,True,0.575,,,
2026-05-16,NO,0,0.495,0.06999999999999995,False,,0.5149999999999999,0.019999999999999907,-0.5329837999999999
2026-05-16,NO,0,0.395,0.010000000000000009,True,-0.385,,,
2026-05-16,NO,1,0.405,0.010000000000000009,True,0.605,,,
2026-05-16,NO,0,0.495,0.15000000000000002,False,,0.38,-0.11499999999999999,-0.3969632
2026-05-16,NO,0,0.445,0.009999999999999898,True,-0.4350000000000001,,,
2026-05-16,NO,0,0.34500000000000003,0.010000000000000009,True,-0.335,,,
2026-05-16,NO,1,0.485,0.010000000000000009,False,,0.645,0.16000000000000003,0.3385138
2026-05-16,NO,0,0.495,0.010000000000000009,False,,0.495,0.0,-0.5129982
2026-05-16,NO,0,0.385,0.010000000000000009,True,-0.375,,,
2026-05-16,NO,1,0.525,0.010000000000000009,True,0.485,,,
2026-05-16,YES,1,0.425,0.010000000000000009,False,,0.515,0.09000000000000002,0.4670162
2026-05-16,NO,1,0.495,0.020000000000000018,False,,0.555,0.06000000000000005,0.4272178
2026-05-16,NO,0,0.425,0.040000000000000036,False,,0.495,0.07,-0.5129982
2026-05-16,NO,1,0.495,0.040000000000000036,False,,0.585,0.08999999999999997,0.39752020000000005
2026-05-16,NO,1,0.475,0.020000000000000018,False,,0.475,0.0,0.507045
2026-05-16,NO,1,0.34500000000000003,0.04999999999999993,False,,0.3649999999999999,0.01999999999999985,0.6183122000000001
2026-05-16,NO,0,0.365,0.010000000000000009,False,,0.475,0.10999999999999999,-0.492955
2026-05-16,NO,0,0.525,0.010000000000000009,False,,0.525,0.0,-0.5429550000000001
2026-05-16,NO,0,0.445,0.08999999999999997,False,,0.44499999999999995,-5.551115123125783e-17,-0.4627821999999999
2026-05-16,NO,0,0.545,0.02999999999999997,True,-0.5150000000000001,,,
