day,side,won,entry,spread,filled,pnl_maker,repost_filled,pnl_repost,repost_gated_filled,pnl_repost_gated,chase_ask,chase_premium,pnl_chase
2026-06-02,YES,0,0.465,0.010000000000000009,True,-0.455,True,-0.455,True,-0.455,,,
2026-06-02,NO,1,0.495,0.020000000000000018,False,,True,0.505,True,0.05500000000000005,0.515,0.020000000000000018,0.4670162
2026-06-02,NO,0,0.445,0.009999999999999898,True,-0.4350000000000001,True,-0.4350000000000001,True,-0.4350000000000001,,,
2026-06-02,NO,1,0.415,0.010000000000000009,True,0.595,True,0.595,True,0.595,,,
2026-06-02,YES,1,0.445,0.020000000000000018,False,,True,0.24,True,0.24,0.6,0.15499999999999997,0.38272
2026-06-02,NO,0,0.475,0.010000000000000009,False,,True,-0.44499999999999995,True,-0.44499999999999995,0.45499999999999996,-0.020000000000000018,-0.47285419999999995
2026-06-02,NO,0,0.475,0.010000000000000009,False,,True,-0.55,True,-0.55,0.5549999999999999,0.07999999999999996,-0.5727821999999999
2026-06-02,YES,0,0.505,0.010000000000000009,True,-0.495,True,-0.495,True,-0.495,,,
2026-06-02,NO,1,0.405,0.010000000000000009,False,,True,0.29500000000000004,True,0.29500000000000004,0.54,0.135,0.4421152
2026-06-02,NO,0,0.425,0.030000000000000027,False,,True,-0.525,True,-0.525,0.555,0.13000000000000006,-0.5727822
2026-06-02,NO,1,0.465,0.010000000000000009,True,0.5449999999999999,True,0.5449999999999999,True,0.5449999999999999,,,
2026-06-02,NO,1,0.495,0.010000000000000009,True,0.515,True,0.515,True,0.515,,,
2026-06-02,NO,0,0.495,0.010000000000000009,True,-0.485,True,-0.485,True,-0.485,,,
2026-06-02,NO,0,0.405,0.030000000000000027,True,-0.375,True,-0.375,True,-0.375,,,
2026-06-02,NO,0,0.505,0.010000000000000009,False,,True,-0.505,True,-0.605,0.515,0.010000000000000009,-0.5329838
2026-06-02,NO,0,0.485,0.010000000000000009,True,-0.475,True,-0.475,True,-0.475,,,
2026-06-02,NO,1,0.385,0.010000000000000009,False,,True,0.505,True,0.30499999999999994,0.505,0.12,0.4770018
2026-06-02,NO,1,0.455,0.010000000000000009,False,,True,0.31499999999999995,True,0.31499999999999995,0.605,0.14999999999999997,0.3777938
2026-06-02,NO,1,0.495,0.010000000000000009,False,,True,0.505,True,0.505,0.505,0.010000000000000009,0.4770018
2026-06-02,NO,1,0.425,0.010000000000000009,False,,True,0.42500000000000004,True,0.42500000000000004,0.545,0.12000000000000005,0.4371458
2026-06-02,NO,1,0.435,0.010000000000000009,False,,True,0.33499999999999996,True,0.33499999999999996,0.645,0.21000000000000002,0.3385138
2026-06-02,NO,0,0.5650000000000001,0.04999999999999999,True,-0.5150000000000001,True,-0.5150000000000001,True,-0.5150000000000001,,,
2026-06-02,NO,1,0.505,0.020000000000000018,False,,True,0.30499999999999994,True,0.30499999999999994,0.7150000000000001,0.21000000000000008,0.2703281999999999
2026-06-02,NO,0,0.475,0.039999999999999925,False,,True,-0.675,True,-0.675,0.6049999999999999,0.1299999999999999,-0.6222061999999998
2026-06-02,NO,1,0.515,0.010000000000000009,True,0.495,True,0.495,True,0.495,,,
2026-06-02,NO,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-02,NO,0,0.515,0.020000000000000018,False,,True,-0.675,True,-0.675,0.505,-0.010000000000000009,-0.5229982
2026-06-02,NO,1,0.435,0.010000000000000009,True,0.575,True,0.575,True,0.575,,,
2026-06-02,YES,1,0.525,0.020000000000000018,False,,True,0.505,True,0.505,0.515,-0.010000000000000009,0.4670162
2026-06-02,YES,0,0.535,0.030000000000000027,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-02,NO,0,0.455,0.010000000000000009,False,,True,-0.505,True,-0.505,0.515,0.06,-0.5329838
2026-06-02,NO,1,0.415,0.010000000000000009,False,,True,0.405,True,0.405,0.605,0.19,0.3777938
2026-06-02,YES,0,0.425,0.010000000000000009,False,,True,-0.415,True,-0.415,0.425,0.0,-0.44259499999999996
2026-06-02,NO,1,0.535,0.010000000000000009,False,,True,0.46499999999999997,True,0.46499999999999997,0.545,0.010000000000000009,0.4371458
2026-06-02,NO,1,0.445,0.019999999999999907,False,,True,0.405,True,0.405,0.6149999999999999,0.16999999999999987,0.3679522000000001
2026-06-02,NO,1,0.385,0.010000000000000009,False,,True,0.525,True,0.525,0.475,0.08999999999999997,0.507045
2026-06-02,NO,1,0.485,0.010000000000000009,True,0.525,True,0.525,True,0.525,,,
2026-06-02,YES,0,0.485,0.010000000000000009,True,-0.475,True,-0.475,True,-0.475,,,
2026-06-02,NO,1,0.515,0.010000000000000009,True,0.495,True,0.495,True,0.495,,,
2026-06-02,NO,0,0.475,0.010000000000000009,True,-0.46499999999999997,True,-0.46499999999999997,True,-0.46499999999999997,,,
2026-06-02,NO,1,0.455,0.019999999999999907,False,,True,0.14500000000000002,True,0.14500000000000002,0.5349999999999999,0.0799999999999999,0.4470882000000001
2026-06-02,NO,1,0.505,0.020000000000000018,False,,True,0.08499999999999996,True,0.08499999999999996,0.675,0.17000000000000004,0.30920499999999995
2026-06-02,NO,1,0.525,0.010000000000000009,False,,True,0.19500000000000006,True,0.19500000000000006,0.815,0.2899999999999999,0.17414420000000005
2026-06-02,YES,1,0.475,0.009999999999999953,False,,True,0.505,True,0.505,0.5049999999999999,0.029999999999999916,0.4770018000000001
2026-06-02,YES,0,0.505,0.010000000000000009,True,-0.495,True,-0.495,True,-0.495,,,
2026-06-03,NO,0,0.435,0.010000000000000009,False,,True,-0.515,True,-0.515,0.525,0.09000000000000002,-0.5429550000000001
2026-06-03,YES,0,0.445,0.010000000000000009,False,,True,-0.665,True,-0.665,0.66,0.21500000000000002,-0.6761568
2026-06-03,NO,0,0.455,0.010000000000000009,False,,True,-0.525,True,-0.525,0.535,0.08000000000000002,-0.5529118000000001
2026-06-03,YES,0,0.475,0.019999999999999962,False,,True,-0.515,True,-0.515,0.5349999999999999,0.05999999999999994,-0.5529118
2026-06-03,NO,0,0.495,0.010000000000000009,True,-0.485,True,-0.485,True,-0.485,,,
2026-06-03,NO,1,0.425,0.010000000000000009,False,,True,0.565,True,0.565,0.42500000000000004,5.551115123125783e-17,0.5574049999999999
2026-06-03,NO,0,0.455,0.010000000000000009,True,-0.445,True,-0.445,True,-0.445,,,
2026-06-03,NO,1,0.425,0.010000000000000009,False,,True,0.575,True,0.575,0.43500000000000005,0.010000000000000064,0.5473041999999999
2026-06-03,NO,0,0.455,0.010000000000000009,False,,True,-0.44499999999999995,True,-0.44499999999999995,0.45499999999999996,-5.551115123125783e-17,-0.47285419999999995
2026-06-03,NO,1,0.525,0.010000000000000009,True,0.485,True,0.485,True,0.485,,,
2026-06-03,NO,0,0.435,0.010000000000000009,False,,True,-0.45499999999999996,True,-0.45499999999999996,0.46499999999999997,0.02999999999999997,-0.48291179999999995
2026-06-03,NO,0,0.515,0.010000000000000009,False,,True,-0.7050000000000001,True,-0.7050000000000001,0.7150000000000001,0.20000000000000007,-0.7296718000000001
2026-06-03,YES,0,0.505,0.010000000000000009,False,,True,-0.515,True,-0.385,0.525,0.020000000000000018,-0.5429550000000001
2026-06-03,NO,1,0.505,0.010000000000000009,False,,True,0.31499999999999995,True,0.31499999999999995,0.6950000000000001,0.19000000000000006,0.28973779999999993
2026-06-03,NO,0,0.515,0.010000000000000009,False,,True,-0.615,True,-0.615,0.605,0.08999999999999997,-0.6222061999999999
2026-06-03,NO,1,0.34500000000000003,0.010000000000000009,False,,True,0.22499999999999998,True,0.22499999999999998,0.755,0.41,0.2316818
2026-06-03,NO,1,0.375,0.040000000000000036,False,,True,0.605,True,0.605,0.4650000000000001,0.09000000000000008,0.5170881999999999
2026-06-03,NO,1,0.465,0.07999999999999996,False,,True,0.08499999999999996,True,0.08499999999999996,0.63,0.16499999999999998,0.3532168
2026-06-03,NO,1,0.495,0.010000000000000009,False,,True,0.42500000000000004,True,0.42500000000000004,0.585,0.08999999999999997,0.39752020000000005
2026-06-03,YES,1,0.495,0.010000000000000009,False,,True,0.345,True,0.36,0.665,0.17000000000000004,0.31896019999999997
2026-06-03,YES,0,0.485,0.010000000000000009,True,-0.475,True,-0.475,True,-0.475,,,
2026-06-03,YES,1,0.445,0.010000000000000009,True,0.565,True,0.565,True,0.565,,,
2026-06-03,YES,1,0.455,0.010000000000000009,False,,True,0.18999999999999995,True,0.18999999999999995,0.505,0.04999999999999999,0.4770018
2026-06-03,YES,1,0.515,0.010000000000000009,True,0.495,True,0.495,True,0.495,,,
2026-06-03,NO,1,0.485,0.010000000000000009,True,0.525,True,0.525,True,0.525,,,
2026-06-03,NO,0,0.495,0.010000000000000009,False,,True,-0.5549999999999999,True,-0.5549999999999999,0.565,0.06999999999999995,-0.5826958
2026-06-03,NO,0,0.535,0.010000000000000009,False,,True,-0.575,True,-0.575,0.585,0.04999999999999993,-0.6024798
2026-06-03,NO,1,0.525,0.010000000000000009,True,0.485,True,0.485,True,0.485,,,
2026-06-03,YES,0,0.535,0.010000000000000009,True,-0.525,True,-0.525,True,-0.525,,,
2026-06-03,NO,1,0.515,0.050000000000000044,False,,True,0.45500000000000007,True,0.45500000000000007,0.595,0.07999999999999996,0.38764980000000004
2026-06-03,NO,0,0.445,0.009999999999999898,False,,True,-0.605,False,,0.6149999999999999,0.16999999999999987,-0.6320477999999998
2026-06-03,NO,1,0.505,0.010000000000000009,False,,True,0.365,True,0.365,0.645,0.14,0.3385138
2026-06-03,NO,0,0.425,0.010000000000000009,False,,True,-0.44499999999999995,True,-0.44499999999999995,0.45499999999999996,0.02999999999999997,-0.47285419999999995
2026-06-03,NO,1,0.525,0.010000000000000009,True,0.485,True,0.485,True,0.485,,,
2026-06-03,YES,1,0.455,0.010000000000000009,False,,True,0.45499999999999996,True,0.495,0.505,0.04999999999999999,0.4770018
2026-06-03,NO,1,0.515,0.050000000000000044,False,,True,0.375,True,0.375,0.45000000000000007,-0.06499999999999995,0.53218
2026-06-03,YES,1,0.455,0.010000000000000009,False,,True,0.33499999999999996,True,0.33499999999999996,0.575,0.11999999999999994,0.407405
2026-06-03,YES,0,0.485,0.03999999999999998,False,,True,-0.525,False,,0.565,0.07999999999999996,-0.5826958
2026-06-03,NO,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-03,NO,0,0.535,0.010000000000000009,True,-0.525,True,-0.525,True,-0.525,,,
2026-06-03,YES,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-03,YES,0,0.465,0.010000000000000009,True,-0.455,True,-0.455,True,-0.455,,,
2026-06-03,NO,1,0.495,0.010000000000000009,False,,True,0.405,True,0.405,0.605,0.10999999999999999,0.3777938
2026-06-03,NO,0,0.515,0.010000000000000009,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-03,NO,1,0.485,0.010000000000000009,True,0.525,True,0.525,True,0.525,,,
2026-06-03,NO,0,0.465,0.010000000000000009,False,,True,-0.5549999999999999,True,-0.5549999999999999,0.515,0.04999999999999999,-0.5329838
2026-06-03,NO,1,0.425,0.010000000000000009,True,0.585,True,0.585,True,0.585,,,
2026-06-03,NO,0,0.405,0.050000000000000044,False,,True,-0.495,True,-0.495,0.43000000000000005,0.025000000000000022,-0.4476472
2026-06-03,NO,0,0.34500000000000003,0.010000000000000009,False,,True,-0.615,True,-0.595,0.53,0.185,-0.5479352000000001
2026-06-03,NO,0,0.385,0.010000000000000009,False,,True,-0.535,True,-0.625,0.545,0.16000000000000003,-0.5628542000000001
2026-06-03,NO,0,0.455,0.019999999999999907,False,,True,-0.935,True,-0.935,0.5849999999999999,0.12999999999999984,-0.6024797999999999
2026-06-03,NO,0,0.385,0.010000000000000009,False,,True,-0.475,True,-0.475,0.485,0.09999999999999998,-0.5029838
2026-06-03,YES,1,0.475,0.02999999999999997,False,,True,0.565,True,0.565,0.46499999999999997,-0.010000000000000009,0.5170882
2026-06-03,NO,1,0.465,0.010000000000000009,False,,True,0.545,True,0.545,0.46499999999999997,-5.551115123125783e-17,0.5170882
2026-06-03,NO,1,0.455,0.010000000000000009,False,,True,0.505,True,0.505,0.505,0.04999999999999999,0.4770018
2026-06-03,NO,1,0.505,0.010000000000000009,False,,True,0.28500000000000003,True,0.28500000000000003,0.725,0.21999999999999997,0.260645
2026-06-03,NO,0,0.495,0.010000000000000009,False,,True,-0.625,True,-0.625,0.575,0.07999999999999996,-0.592595
2026-06-03,NO,1,0.495,0.010000000000000009,False,,True,0.345,True,0.345,0.665,0.17000000000000004,0.31896019999999997
2026-06-03,NO,1,0.445,0.009999999999999898,False,,True,0.30499999999999994,True,0.30499999999999994,0.705,0.25999999999999995,0.28002580000000005
2026-06-03,NO,0,0.525,0.010000000000000009,True,-0.515,True,-0.515,True,-0.515,,,
2026-06-03,NO,1,0.495,0.010000000000000009,False,,False,,False,,0.495,0.0,0.4870018
2026-06-03,NO,0,0.495,0.010000000000000009,False,,False,,False,,0.505,0.010000000000000009,-0.5229982
2026-06-03,YES,1,0.515,0.010000000000000009,False,,False,,False,,0.515,0.0,0.4670162
2026-06-03,YES,1,0.515,0.010000000000000009,False,,False,,False,,0.515,0.0,0.4670162
2026-06-03,NO,0,0.505,0.010000000000000009,False,,False,,False,,0.505,0.0,-0.5229982
2026-06-03,YES,1,0.515,0.010000000000000009,False,,False,,False,,0.515,0.0,0.4670162
2026-06-03,YES,1,0.515,0.010000000000000009,False,,False,,False,,0.515,0.0,0.4670162
2026-06-03,NO,0,0.505,0.010000000000000009,False,,True,-0.495,False,,0.505,0.0,-0.5229982
2026-06-03,NO,0,0.485,0.010000000000000009,False,,True,-0.595,True,-0.595,0.605,0.12,-0.6222061999999999
2026-06-03,NO,1,0.465,0.010000000000000009,True,0.5449999999999999,True,0.5449999999999999,True,0.5449999999999999,,,
2026-06-03,NO,1,0.505,0.010000000000000009,False,,True,0.32000000000000006,True,0.32000000000000006,0.69,0.18499999999999994,0.29459920000000006
2026-06-03,NO,0,0.515,0.010000000000000009,False,,True,-0.715,True,-0.715,0.565,0.04999999999999993,-0.5826958
2026-06-03,YES,1,0.495,0.010000000000000009,True,0.515,True,0.515,True,0.515,,,
2026-06-03,NO,1,0.415,0.020000000000000018,False,,True,0.19500000000000006,True,0.19500000000000006,0.575,0.15999999999999998,0.407405
2026-06-03,NO,0,0.455,0.010000000000000009,False,,True,-0.595,True,-0.595,0.515,0.06,-0.5329838
2026-06-03,NO,0,0.475,0.020000000000000018,True,-0.45499999999999996,True,-0.45499999999999996,True,-0.45499999999999996,,,
2026-06-03,NO,1,0.465,0.010000000000000009,False,,True,0.345,True,0.255,0.485,0.019999999999999962,0.4970162
2026-06-03,NO,0,0.535,0.040000000000000036,False,,True,-0.43999999999999995,True,-0.43999999999999995,0.48,-0.05500000000000005,-0.4979712
2026-06-03,NO,1,0.515,0.020000000000000018,False,,True,0.485,True,0.485,0.535,0.020000000000000018,0.4470882
2026-06-03,NO,1,0.485,0.010000000000000009,False,,True,0.36,True,0.36,0.65,0.16500000000000004,0.33361999999999997
2026-06-03,NO,1,0.495,0.010000000000000009,False,,False,,False,,0.495,0.0,0.4870018
2026-06-03,NO,1,0.505,0.010000000000000009,False,,False,,False,,0.505,0.0,0.4770018
2026-06-03,NO,1,0.505,0.010000000000000009,False,,False,,False,,0.505,0.0,0.4770018
2026-06-03,NO,0,0.385,0.010000000000000009,False,,True,-0.385,True,-0.385,0.395,0.010000000000000009,-0.4122062
2026-06-03,NO,1,0.495,0.010000000000000009,True,0.515,True,0.515,True,0.515,,,
2026-06-03,NO,1,0.485,0.010000000000000009,True,0.525,True,0.525,True,0.525,,,
2026-06-03,YES,1,0.515,0.010000000000000009,False,,True,0.495,True,0.495,0.515,0.0,0.4670162
2026-06-03,YES,0,0.515,0.010000000000000009,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-03,NO,0,0.485,0.010000000000000009,False,,True,-0.775,True,-0.775,0.495,0.010000000000000009,-0.5129982
2026-06-03,NO,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-03,NO,1,0.455,0.010000000000000009,True,0.5549999999999999,True,0.5549999999999999,True,0.5549999999999999,,,
2026-06-03,YES,0,0.495,0.020000000000000018,True,-0.475,True,-0.475,True,-0.475,,,
2026-06-03,NO,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-03,NO,0,0.515,0.010000000000000009,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-03,NO,0,0.455,0.010000000000000009,False,,True,-0.515,True,-0.515,0.485,0.02999999999999997,-0.5029838
2026-06-03,NO,0,0.515,0.010000000000000009,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-03,YES,0,0.495,0.010000000000000009,False,,True,-0.63,True,-0.63,0.64,0.14500000000000002,-0.6565888
2026-06-03,NO,0,0.495,0.010000000000000009,False,,True,-0.785,True,-0.785,0.515,0.020000000000000018,-0.5329838
2026-06-03,YES,0,0.455,0.010000000000000009,True,-0.445,True,-0.445,True,-0.445,,,
2026-06-03,YES,0,0.485,0.010000000000000009,False,,True,-0.665,True,-0.665,0.675,0.19000000000000006,-0.690795
2026-06-03,NO,0,0.485,0.020000000000000018,False,,True,-0.52,True,-0.625,0.54,0.05500000000000005,-0.5578848000000001
2026-06-03,YES,1,0.495,0.010000000000000009,True,0.515,True,0.515,True,0.515,,,
2026-06-03,NO,1,0.455,0.039999999999999925,True,0.585,True,0.585,True,0.585,,,
2026-06-03,NO,0,0.485,0.010000000000000009,False,,True,-0.635,True,-0.635,0.585,0.09999999999999998,-0.6024798
2026-06-03,NO,1,0.485,0.010000000000000009,True,0.525,True,0.525,True,0.525,,,
2026-06-03,YES,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-03,NO,1,0.455,0.010000000000000009,False,,True,0.45500000000000007,True,0.45500000000000007,0.5549999999999999,0.09999999999999992,0.42721780000000004
2026-06-03,NO,1,0.455,0.04999999999999993,False,,True,0.48,True,0.48,0.57,0.11499999999999994,0.4123528000000001
2026-06-03,NO,1,0.405,0.010000000000000009,True,0.605,True,0.605,True,0.605,,,
2026-06-03,NO,1,0.455,0.019999999999999907,True,0.565,True,0.565,True,0.565,,,
2026-06-03,NO,0,0.495,0.050000000000000044,True,-0.44499999999999995,True,-0.44499999999999995,True,-0.44499999999999995,,,
2026-06-03,NO,1,0.455,0.010000000000000009,True,0.5549999999999999,True,0.5549999999999999,True,0.5549999999999999,,,
2026-06-03,NO,0,0.435,0.020000000000000018,False,,True,-0.405,True,-0.405,0.42500000000000004,-0.009999999999999953,-0.44259500000000007
2026-06-03,NO,1,0.505,0.030000000000000027,False,,True,0.19500000000000006,True,0.19500000000000006,0.605,0.09999999999999998,0.3777938
2026-06-03,NO,1,0.505,0.020000000000000018,True,0.515,True,0.515,True,0.515,,,
2026-06-03,NO,1,0.525,0.06000000000000005,False,,True,0.135,True,0.135,0.6950000000000001,0.17000000000000004,0.28973779999999993
2026-06-03,NO,0,0.515,0.010000000000000009,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-04,NO,0,0.465,0.010000000000000009,True,-0.455,True,-0.455,True,-0.455,,,
2026-06-04,NO,1,0.485,0.020000000000000018,True,0.535,True,0.535,True,0.535,,,
2026-06-04,NO,0,0.445,0.009999999999999898,False,,True,-0.43500000000000005,True,-0.645,0.44499999999999995,-5.551115123125783e-17,-0.4627821999999999
2026-06-04,NO,1,0.505,0.010000000000000009,False,,True,0.375,True,0.375,0.635,0.13,0.3483122
2026-06-04,NO,1,0.485,0.010000000000000009,False,,True,0.33499999999999996,True,0.33499999999999996,0.615,0.13,0.3679522
2026-06-04,NO,1,0.475,0.010000000000000009,True,0.535,True,0.535,True,0.535,,,
2026-06-04,NO,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-04,YES,1,0.505,0.010000000000000009,True,0.505,True,0.505,True,0.505,,,
2026-06-04,YES,1,0.515,0.010000000000000009,True,0.495,True,0.495,True,0.495,,,
2026-06-04,YES,1,0.525,0.010000000000000009,False,,True,0.43500000000000005,True,0.43500000000000005,0.575,0.04999999999999993,0.407405
2026-06-04,YES,1,0.455,0.010000000000000009,False,,True,0.03500000000000003,True,0.03500000000000003,0.585,0.12999999999999995,0.39752020000000005
2026-06-04,NO,0,0.415,0.010000000000000009,True,-0.40499999999999997,True,-0.40499999999999997,True,-0.40499999999999997,,,
2026-06-04,NO,1,0.525,0.020000000000000018,False,,True,0.45500000000000007,True,0.45500000000000007,0.565,0.039999999999999925,0.41730420000000007
2026-06-04,YES,0,0.485,0.010000000000000009,True,-0.475,True,-0.475,True,-0.475,,,
2026-06-04,NO,1,0.525,0.010000000000000009,False,,True,0.15500000000000003,True,0.15500000000000003,0.625,0.09999999999999998,0.358125
2026-06-04,YES,1,0.455,0.010000000000000009,False,,True,0.46499999999999997,True,0.46499999999999997,0.545,0.09000000000000002,0.4371458
2026-06-04,NO,1,0.435,0.020000000000000018,False,,True,0.135,True,0.135,0.755,0.32,0.2316818
2026-06-04,YES,0,0.505,0.010000000000000009,True,-0.495,True,-0.495,True,-0.495,,,
2026-06-04,NO,0,0.385,0.010000000000000009,False,,True,-0.475,True,-0.475,0.485,0.09999999999999998,-0.5029838
2026-06-04,NO,1,0.525,0.010000000000000009,False,,True,0.18500000000000005,True,0.18500000000000005,0.61,0.08499999999999996,0.3728712
2026-06-04,NO,0,0.475,0.029999999999999916,False,,True,-0.495,True,-0.785,0.5249999999999999,0.04999999999999993,-0.5429549999999999
2026-06-04,NO,1,0.485,0.010000000000000009,False,,True,0.43500000000000005,False,,0.575,0.08999999999999997,0.407405
2026-06-04,YES,0,0.495,0.010000000000000009,True,-0.485,True,-0.485,True,-0.485,,,
2026-06-04,NO,1,0.495,0.020000000000000018,False,,True,0.515,True,0.515,0.505,0.010000000000000009,0.4770018
2026-06-04,YES,1,0.525,0.020000000000000018,True,0.495,True,0.495,True,0.495,,,
2026-06-04,YES,1,0.495,0.010000000000000009,True,0.515,True,0.515,True,0.515,,,
2026-06-04,NO,1,0.525,0.010000000000000009,True,0.485,True,0.485,True,0.485,,,
2026-06-04,NO,1,0.515,0.010000000000000009,True,0.495,True,0.495,True,0.495,,,
2026-06-04,YES,0,0.455,0.010000000000000009,True,-0.445,True,-0.445,True,-0.445,,,
2026-06-04,NO,1,0.485,0.010000000000000009,True,0.525,True,0.525,True,0.525,,,
2026-06-04,NO,1,0.455,0.010000000000000009,False,,True,0.565,True,0.565,0.44500000000000006,-0.009999999999999953,0.5372178
2026-06-04,YES,1,0.475,0.009999999999999953,False,,True,0.015000000000000013,True,0.015000000000000013,0.7149999999999999,0.23999999999999988,0.27032820000000013
2026-06-04,YES,1,0.515,0.010000000000000009,True,0.495,True,0.495,True,0.495,,,
2026-06-04,NO,0,0.525,0.040000000000000036,True,-0.485,True,-0.485,True,-0.485,,,
2026-06-04,NO,0,0.435,0.07000000000000006,False,,True,-0.595,True,-0.635,0.5950000000000001,0.1600000000000001,-0.6123502000000001
2026-06-04,NO,1,0.465,0.020000000000000018,False,,True,0.17500000000000004,True,0.17500000000000004,0.635,0.16999999999999998,0.3483122
2026-06-04,YES,1,0.505,0.010000000000000009,False,,True,0.41500000000000004,True,0.41500000000000004,0.595,0.08999999999999997,0.38764980000000004
2026-06-04,NO,1,0.455,0.010000000000000009,True,0.5549999999999999,True,0.5549999999999999,True,0.5549999999999999,,,
2026-06-04,NO,1,0.495,0.050000000000000044,False,,True,0.41500000000000004,True,0.41500000000000004,0.52,0.025000000000000022,0.46202879999999996
2026-06-04,NO,0,0.495,0.050000000000000044,False,,True,-0.515,True,-0.515,0.5650000000000001,0.07000000000000006,-0.5826958000000001
2026-06-04,NO,0,0.415,0.030000000000000027,False,,True,-0.675,True,-0.675,0.48,0.065,-0.4979712
2026-06-04,NO,1,0.515,0.010000000000000009,False,,True,0.22499999999999998,True,0.22499999999999998,0.785,0.27,0.20284819999999998
2026-06-04,YES,1,0.495,0.010000000000000009,False,,True,0.375,True,0.375,0.635,0.14,0.3483122
2026-06-04,NO,1,0.505,0.010000000000000009,False,,True,0.30499999999999994,True,0.30499999999999994,0.635,0.13,0.3483122
2026-06-04,NO,0,0.515,0.010000000000000009,True,-0.505,True,-0.505,True,-0.505,,,
2026-06-04,NO,0,0.505,0.010000000000000009,True,-0.495,True,-0.495,True,-0.495,,,
2026-06-04,NO,1,0.465,0.039999999999999925,False,,True,0.535,True,0.535,0.5049999999999999,0.03999999999999987,0.4770018000000001
2026-06-04,NO,0,0.495,0.010000000000000009,True,-0.485,True,-0.485,True,-0.485,,,
2026-06-04,YES,1,0.505,0.020000000000000018,False,,True,0.015000000000000013,True,0.015000000000000013,0.625,0.12,0.358125
2026-06-04,YES,1,0.475,0.02999999999999997,False,,True,0.245,True,0.245,0.7649999999999999,0.2899999999999999,0.2220562000000001
2026-06-04,YES,0,0.525,0.030000000000000027,False,,True,-0.755,True,-0.755,0.79,0.265,-0.8019448
2026-06-04,NO,1,0.525,0.010000000000000009,False,,True,0.41500000000000004,True,0.41500000000000004,0.595,0.06999999999999995,0.38764980000000004
2026-06-04,NO,1,0.445,0.009999999999999898,False,,False,,False,,0.6249999999999999,0.17999999999999988,0.35812500000000014
2026-06-04,YES,0,0.405,0.010000000000000009,True,-0.395,True,-0.395,True,-0.395,,,
