covered,filled,won,day,size,entry,maker_L,pnl_maker,pnl_paper
True,True,0.0,2026-06-03,5.0,0.385,0.375,-0.375,-0.4020478
True,True,1.0,2026-06-03,1.41,0.475,0.445,0.5549999999999999,0.507045
True,True,1.0,2026-06-03,3.39,0.465,0.455,0.5449999999999999,0.5170881999999999
True,True,1.0,2026-06-03,2.53,0.455,0.445,0.5549999999999999,0.5271457999999999
True,False,1.0,2026-06-03,1.25,0.505,0.495,,0.4770018
True,True,0.0,2026-06-03,1.01,0.495,0.485,-0.485,-0.5129982
True,True,1.0,2026-06-03,1.96,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-06-03,4.92,0.445,0.4350000000000001,,0.5372178
True,True,0.0,2026-06-03,1.0,0.525,0.515,-0.515,-0.5429550000000001
True,False,1.0,2026-06-03,1.98,0.495,0.485,,0.4870018
True,False,0.0,2026-06-03,3.09,0.495,0.485,,-0.5129982
True,False,1.0,2026-06-03,1.27,0.515,0.505,,0.4670162
True,False,1.0,2026-06-03,2.05,0.515,0.505,,0.4670162
True,False,0.0,2026-06-03,2.12,0.505,0.495,,-0.5229982
True,False,1.0,2026-06-03,1.05,0.515,0.505,,0.4670162
True,False,1.0,2026-06-03,1.74,0.515,0.505,,0.4670162
True,True,0.0,2026-06-03,1.0,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-06-03,1.86,0.485,0.475,-0.475,-0.5029838
True,True,1.0,2026-06-03,3.64,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,1.0,2026-06-03,1.94,0.505,0.495,,0.4770018
True,False,0.0,2026-06-03,1.95,0.515,0.505,,-0.5329838
True,True,1.0,2026-06-03,2.3,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-06-03,5.0,0.415,0.39499999999999996,,0.5675201999999999
True,True,0.0,2026-06-03,5.0,0.455,0.445,-0.445,-0.4728542
True,True,0.0,2026-06-03,1.93,0.475,0.45499999999999996,-0.45499999999999996,-0.492955
True,False,1.0,2026-06-03,4.87,0.465,0.455,,0.5170881999999999
True,True,0.0,2026-06-03,1.02,0.535,0.495,-0.495,-0.5529118000000001
True,True,1.0,2026-06-03,1.45,0.515,0.495,0.505,0.4670162
True,False,1.0,2026-06-03,2.73,0.485,0.475,,0.4970162
True,False,1.0,2026-06-03,4.4,0.495,0.485,,0.4870018
True,False,1.0,2026-06-03,2.04,0.505,0.495,,0.4770018
True,False,1.0,2026-06-03,1.09,0.505,0.495,,0.4770018
True,True,0.0,2026-06-03,5.0,0.385,0.375,-0.375,-0.4020478
True,True,1.0,2026-06-03,2.29,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-06-03,1.35,0.485,0.475,0.525,0.4970162
True,True,1.0,2026-06-03,2.19,0.515,0.505,0.495,0.4670162
True,True,0.0,2026-06-03,2.06,0.515,0.505,-0.505,-0.5329838
True,True,0.0,2026-06-03,2.79,0.485,0.475,-0.475,-0.5029838
True,True,1.0,2026-06-03,1.8,0.505,0.495,0.505,0.4770018
True,True,1.0,2026-06-03,2.07,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,0.0,2026-06-03,2.17,0.495,0.475,-0.475,-0.5129982
True,True,1.0,2026-06-03,1.49,0.505,0.495,0.505,0.4770018
True,True,0.0,2026-06-03,1.08,0.515,0.505,-0.505,-0.5329838
True,True,0.0,2026-06-03,2.87,0.455,0.445,-0.445,-0.4728542
True,True,0.0,2026-06-03,1.26,0.515,0.505,-0.505,-0.5329838
True,True,0.0,2026-06-03,2.49,0.495,0.485,-0.485,-0.5129982
True,True,0.0,2026-06-03,2.14,0.495,0.485,-0.485,-0.5129982
True,True,0.0,2026-06-03,4.13,0.455,0.445,-0.445,-0.4728542
True,True,0.0,2026-06-03,2.64,0.485,0.475,-0.475,-0.5029838
True,True,0.0,2026-06-03,1.15,0.485,0.46499999999999997,-0.46499999999999997,-0.5029838
True,True,1.0,2026-06-03,1.0,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-06-03,3.13,0.455,0.4150000000000001,0.585,0.5271457999999999
True,True,0.0,2026-06-03,2.41,0.485,0.475,-0.475,-0.5029838
True,True,1.0,2026-06-03,2.17,0.485,0.475,0.525,0.4970162
True,True,1.0,2026-06-03,1.0,0.505,0.495,0.505,0.4770018
True,False,1.0,2026-06-03,2.39,0.455,0.445,,0.5271457999999999
True,True,1.0,2026-06-03,1.85,0.455,0.4050000000000001,0.595,0.5271457999999999
True,True,1.0,2026-06-03,2.8,0.405,0.395,0.605,0.5776498
True,True,1.0,2026-06-03,2.05,0.455,0.4350000000000001,0.565,0.5271457999999999
True,True,0.0,2026-06-03,1.28,0.495,0.44499999999999995,-0.44499999999999995,-0.5129982
True,True,1.0,2026-06-03,1.76,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,0.0,2026-06-03,3.4,0.435,0.415,-0.415,-0.4526958
True,False,1.0,2026-06-03,1.0,0.505,0.475,,0.4770018
True,True,1.0,2026-06-03,1.0,0.505,0.485,0.515,0.4770018
True,False,1.0,2026-06-03,1.0,0.525,0.46499999999999997,,0.457045
True,True,0.0,2026-06-03,1.04,0.515,0.505,-0.505,-0.5329838
True,True,0.0,2026-06-04,1.87,0.465,0.455,-0.455,-0.4829118
True,True,1.0,2026-06-04,1.19,0.485,0.46499999999999997,0.535,0.4970162
True,True,0.0,2026-06-04,2.48,0.445,0.4350000000000001,-0.4350000000000001,-0.46278220000000003
True,False,1.0,2026-06-04,1.2,0.505,0.495,,0.4770018
True,False,1.0,2026-06-04,1.24,0.485,0.475,,0.4970162
True,True,1.0,2026-06-04,1.47,0.475,0.46499999999999997,0.535,0.507045
True,True,1.0,2026-06-04,1.3,0.505,0.495,0.505,0.4770018
True,True,1.0,2026-06-04,1.0,0.505,0.495,0.505,0.4770018
True,True,1.0,2026-06-04,1.0,0.515,0.505,0.495,0.4670162
True,True,1.0,2026-06-04,1.0,0.525,0.515,0.485,0.457045
True,False,1.0,2026-06-04,1.85,0.455,0.445,,0.5271457999999999
True,True,0.0,2026-06-04,2.94,0.415,0.40499999999999997,-0.40499999999999997,-0.43247979999999997
True,True,1.0,2026-06-04,1.0,0.525,0.505,0.495,0.457045
True,True,0.0,2026-06-04,1.61,0.485,0.475,-0.475,-0.5029838
True,False,1.0,2026-06-04,1.0,0.525,0.515,,0.457045
True,False,1.0,2026-06-04,3.62,0.455,0.445,,0.5271457999999999
True,False,1.0,2026-06-04,4.47,0.435,0.415,,0.5473041999999999
True,True,0.0,2026-06-04,2.81,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-06-04,5.0,0.385,0.375,-0.375,-0.4020478
True,False,1.0,2026-06-04,1.31,0.525,0.515,,0.457045
True,True,0.0,2026-06-04,2.35,0.475,0.44500000000000006,-0.44500000000000006,-0.492955
True,True,1.0,2026-06-04,2.45,0.485,0.475,0.525,0.4970162
True,True,0.0,2026-06-04,1.22,0.495,0.485,-0.485,-0.5129982
True,True,1.0,2026-06-04,1.0,0.495,0.475,0.525,0.4870018
True,True,1.0,2026-06-04,1.76,0.525,0.505,0.495,0.457045
True,True,1.0,2026-06-04,1.92,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-06-04,1.0,0.525,0.515,0.485,0.457045
True,True,1.0,2026-06-04,1.61,0.515,0.505,0.495,0.4670162
True,True,0.0,2026-06-04,4.33,0.455,0.445,-0.445,-0.4728542
True,True,1.0,2026-06-04,2.64,0.485,0.475,0.525,0.4970162
True,True,1.0,2026-06-04,1.99,0.455,0.445,0.5549999999999999,0.5271457999999999
True,False,1.0,2026-06-04,3.61,0.475,0.465,,0.507045
True,True,1.0,2026-06-04,2.06,0.515,0.505,0.495,0.4670162
True,True,0.0,2026-06-04,1.0,0.525,0.485,-0.485,-0.5429550000000001
True,False,0.0,2026-06-04,2.4,0.435,0.36499999999999994,,-0.4526958
True,False,1.0,2026-06-04,2.33,0.465,0.445,,0.5170881999999999
True,True,1.0,2026-06-04,1.9,0.505,0.495,0.505,0.4770018
True,True,1.0,2026-06-04,4.01,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,1.0,2026-06-04,1.0,0.495,0.44499999999999995,0.555,0.4870018
True,True,0.0,2026-06-04,1.35,0.495,0.44499999999999995,-0.44499999999999995,-0.5129982
True,True,0.0,2026-06-04,2.87,0.415,0.38499999999999995,-0.38499999999999995,-0.43247979999999997
True,False,1.0,2026-06-04,1.02,0.515,0.505,,0.4670162
True,False,1.0,2026-06-04,1.01,0.495,0.485,,0.4870018
True,False,1.0,2026-06-04,1.87,0.505,0.495,,0.4770018
True,True,0.0,2026-06-04,1.0,0.515,0.505,-0.505,-0.5329838
True,True,0.0,2026-06-04,1.0,0.505,0.495,-0.495,-0.5229982
True,True,1.0,2026-06-04,2.82,0.465,0.4250000000000001,0.575,0.5170881999999999
True,True,0.0,2026-06-04,1.04,0.495,0.485,-0.485,-0.5129982
True,False,1.0,2026-06-04,2.32,0.505,0.485,,0.4770018
True,False,1.0,2026-06-04,1.59,0.475,0.445,,0.507045
True,False,0.0,2026-06-04,1.0,0.525,0.495,,-0.5429550000000001
True,True,1.0,2026-06-04,3.93,0.525,0.515,0.485,0.457045
True,False,1.0,2026-06-04,2.11,0.445,0.4350000000000001,,0.5372178
True,True,0.0,2026-06-04,5.0,0.405,0.395,-0.395,-0.4223502
True,True,0.0,2026-06-04,1.26,0.505,0.485,-0.485,-0.5229982
True,True,0.0,2026-06-04,2.14,0.435,0.415,-0.415,-0.4526958
True,True,1.0,2026-06-04,4.02,0.465,0.455,0.5449999999999999,0.5170881999999999
True,True,1.0,2026-06-04,1.71,0.515,0.505,0.495,0.4670162
True,False,1.0,2026-06-04,1.06,0.535,0.485,,0.4470882
True,False,1.0,2026-06-04,1.11,0.535,0.525,,0.4470882
True,True,1.0,2026-06-04,4.45,0.445,0.4350000000000001,0.565,0.5372178
True,True,1.0,2026-06-04,5.0,0.365,0.355,0.645,0.6183122
