covered,filled,won,day,size,entry,maker_L,pnl_maker,pnl_paper
True,True,1.0,2026-05-15,1.0,0.585,0.5650000000000001,0.43499999999999994,0.39752020000000005
True,True,0.0,2026-05-15,2.19,0.425,0.415,-0.415,-0.44259499999999996
True,False,0.0,2026-05-15,3.79,0.455,0.445,,-0.4728542
True,False,1.0,2026-05-15,2.56,0.515,0.505,,0.4670162
True,True,1.0,2026-05-15,3.51,0.485,0.475,0.525,0.4970162
True,False,1.0,2026-05-15,5.0,0.405,0.395,,0.5776498
True,False,1.0,2026-05-15,5.0,0.415,0.365,,0.5675201999999999
True,True,1.0,2026-05-15,1.0,0.505,0.495,0.505,0.4770018
True,False,1.0,2026-05-15,1.16,0.485,0.475,,0.4970162
True,True,0.0,2026-05-15,3.25,0.395,0.385,-0.385,-0.4122062
True,False,1.0,2026-05-15,1.14,0.485,0.475,,0.4970162
True,False,0.0,2026-05-15,5.0,0.425,0.385,,-0.44259499999999996
True,False,1.0,2026-05-15,1.02,0.515,0.505,,0.4670162
True,False,1.0,2026-05-15,2.19,0.465,0.385,,0.5170881999999999
True,False,1.0,2026-05-15,4.76,0.485,0.475,,0.4970162
True,True,0.0,2026-05-15,1.15,0.495,0.485,-0.485,-0.5129982
True,True,1.0,2026-05-15,1.19,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-05-15,4.26,0.335,0.325,-0.325,-0.3510398
True,False,1.0,2026-05-15,5.0,0.435,0.355,,0.5473041999999999
True,True,0.0,2026-05-15,1.22,0.515,0.405,-0.405,-0.5329838
True,False,1.0,2026-05-15,5.0,0.415,0.405,,0.5675201999999999
True,True,0.0,2026-05-15,4.48,0.525,0.485,-0.485,-0.5429550000000001
True,True,1.0,2026-05-15,5.0,0.465,0.445,0.5549999999999999,0.5170881999999999
True,False,1.0,2026-05-15,3.9,0.415,0.40499999999999997,,0.5675201999999999
True,True,1.0,2026-05-15,5.0,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,1.0,2026-05-15,5.0,0.445,0.435,,0.5372178
True,False,1.0,2026-05-15,1.0,0.515,0.495,,0.4670162
True,True,1.0,2026-05-15,3.93,0.495,0.475,0.525,0.4870018
True,True,1.0,2026-05-15,5.0,0.435,0.425,0.575,0.5473041999999999
True,False,0.0,2026-05-15,5.0,0.455,0.445,,-0.4728542
True,False,0.0,2026-05-15,5.0,0.415,0.40499999999999997,,-0.43247979999999997
True,False,1.0,2026-05-15,5.0,0.475,0.465,,0.507045
True,False,0.0,2026-05-15,5.0,0.415,0.405,,-0.43247979999999997
True,True,1.0,2026-05-15,3.03,0.505,0.495,0.505,0.4770018
True,False,1.0,2026-05-15,5.0,0.425,0.365,,0.5574049999999999
True,True,1.0,2026-05-15,5.0,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,0.0,2026-05-15,3.74,0.415,0.40499999999999997,,-0.43247979999999997
True,False,1.0,2026-05-15,5.0,0.455,0.445,,0.5271457999999999
True,False,1.0,2026-05-15,4.06,0.405,0.395,,0.5776498
True,False,0.0,2026-05-15,4.22,0.405,0.365,,-0.4223502
True,False,1.0,2026-05-15,4.08,0.425,0.415,,0.5574049999999999
True,True,1.0,2026-05-15,4.98,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-05-15,5.0,0.435,0.425,,0.5473041999999999
True,False,0.0,2026-05-15,5.0,0.435,0.425,,-0.4526958
True,False,0.0,2026-05-15,5.0,0.425,0.415,,-0.44259499999999996
True,True,1.0,2026-05-16,4.26,0.405,0.395,0.605,0.5776498
True,False,0.0,2026-05-16,2.81,0.5650000000000001,0.545,,-0.5826958000000001
True,True,1.0,2026-05-16,5.0,0.435,0.425,0.575,0.5473041999999999
True,False,0.0,2026-05-16,5.0,0.405,0.395,,-0.4223502
True,False,1.0,2026-05-16,4.56,0.415,0.405,,0.5675201999999999
True,False,1.0,2026-05-16,3.41,0.505,0.495,,0.4770018
True,True,0.0,2026-05-16,5.0,0.195,0.1750000000000001,-0.1750000000000001,-0.2063022
True,False,1.0,2026-05-16,5.0,0.465,0.455,,0.5170881999999999
True,False,0.0,2026-05-16,2.84,0.475,0.46499999999999997,,-0.492955
True,False,0.0,2026-05-16,5.0,0.435,0.425,,-0.4526958
True,True,1.0,2026-05-16,3.17,0.495,0.485,0.515,0.4870018
True,False,0.0,2026-05-16,3.3,0.475,0.44499999999999995,,-0.492955
True,True,1.0,2026-05-16,4.52,0.485,0.475,0.525,0.4970162
True,True,1.0,2026-05-16,3.64,0.475,0.46499999999999997,0.535,0.507045
True,False,0.0,2026-05-16,5.0,0.465,0.455,,-0.4829118
True,False,0.0,2026-05-16,2.36,0.495,0.485,,-0.5129982
True,True,0.0,2026-05-16,3.71,0.445,0.4350000000000001,-0.4350000000000001,-0.46278220000000003
True,False,0.0,2026-05-16,1.54,0.505,0.495,,-0.5229982
True,True,0.0,2026-05-16,5.0,0.395,0.385,-0.385,-0.4122062
True,False,1.0,2026-05-16,3.48,0.455,0.415,,0.5271457999999999
True,False,1.0,2026-05-16,4.46,0.405,0.395,,0.5776498
True,True,0.0,2026-05-16,1.86,0.525,0.515,-0.515,-0.5429550000000001
True,False,0.0,2026-05-16,5.0,0.415,0.40499999999999997,,-0.43247979999999997
True,True,0.0,2026-05-16,4.64,0.485,0.475,-0.475,-0.5029838
True,False,0.0,2026-05-16,3.5,0.425,0.415,,-0.44259499999999996
True,False,0.0,2026-05-16,5.0,0.305,0.27499999999999997,,-0.3202622
True,True,0.0,2026-05-16,2.87,0.505,0.495,-0.495,-0.5229982
True,False,1.0,2026-05-16,2.41,0.455,0.445,,0.5271457999999999
True,True,1.0,2026-05-16,1.0,0.505,0.495,0.505,0.4770018
True,False,1.0,2026-05-16,5.0,0.485,0.435,,0.4970162
True,False,0.0,2026-05-16,5.0,0.295,0.285,,-0.3099742
True,False,0.0,2026-05-16,5.0,0.14500000000000002,0.135,,-0.1539262
True,True,0.0,2026-05-16,2.35,0.465,0.455,-0.455,-0.4829118
True,True,0.0,2026-05-16,2.39,0.485,0.475,-0.475,-0.5029838
True,False,0.0,2026-05-16,5.0,0.375,0.345,,-0.391875
True,True,1.0,2026-05-16,1.0,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-05-16,1.77,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-05-16,4.8,0.385,0.375,,0.5979522
True,True,0.0,2026-05-16,5.0,0.115,0.105,-0.105,-0.1223278
True,False,1.0,2026-05-16,1.59,0.425,0.415,,0.5574049999999999
True,True,1.0,2026-05-16,2.91,0.445,0.435,0.565,0.5372178
True,True,0.0,2026-05-16,2.74,0.495,0.485,-0.485,-0.5129982
True,True,0.0,2026-05-16,5.0,0.465,0.4050000000000001,-0.4050000000000001,-0.4829118
True,False,0.0,2026-05-16,1.09,0.475,0.45499999999999996,,-0.492955
True,False,1.0,2026-05-16,1.75,0.485,0.475,,0.4970162
True,True,0.0,2026-05-16,1.5,0.495,0.485,-0.485,-0.5129982
True,True,0.0,2026-05-16,1.0,0.505,0.495,-0.495,-0.5229982
True,False,1.0,2026-05-16,1.53,0.445,0.405,,0.5372178
True,False,0.0,2026-05-16,2.0,0.385,0.365,,-0.4020478
True,True,0.0,2026-05-16,1.0,0.485,0.475,-0.475,-0.5029838
True,True,1.0,2026-05-16,3.97,0.405,0.375,0.625,0.5776498
True,True,1.0,2026-05-16,1.26,0.465,0.455,0.5449999999999999,0.5170881999999999
True,True,0.0,2026-05-16,1.24,0.485,0.475,-0.475,-0.5029838
True,True,1.0,2026-05-16,1.0,0.505,0.495,0.505,0.4770018
True,True,1.0,2026-05-16,1.0,0.505,0.465,0.5349999999999999,0.4770018
True,True,0.0,2026-05-16,5.0,0.385,0.375,-0.375,-0.4020478
True,False,1.0,2026-05-16,5.0,0.325,0.3150000000000001,,0.659205
True,True,0.0,2026-05-16,2.01,0.495,0.485,-0.485,-0.5129982
True,True,1.0,2026-05-16,5.0,0.425,0.415,0.585,0.5574049999999999
True,False,1.0,2026-05-16,4.48,0.425,0.385,,0.5574049999999999
True,True,1.0,2026-05-16,5.0,0.425,0.415,0.585,0.5574049999999999
True,True,1.0,2026-05-16,4.1,0.405,0.395,0.605,0.5776498
True,False,1.0,2026-05-16,5.0,0.425,0.365,,0.5574049999999999
True,True,1.0,2026-05-16,5.0,0.415,0.395,0.605,0.5675201999999999
True,True,0.0,2026-05-16,5.0,0.395,0.385,-0.385,-0.4122062
True,False,1.0,2026-05-16,5.0,0.375,0.365,,0.608125
True,False,0.0,2026-05-16,5.0,0.405,0.395,,-0.4223502
True,True,0.0,2026-05-16,5.0,0.065,0.05499999999999999,-0.05499999999999999,-0.0693758
True,False,0.0,2026-05-16,5.0,0.165,0.145,,-0.17491980000000001
True,True,1.0,2026-05-16,5.0,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,0.0,2026-05-16,5.0,0.465,0.455,-0.455,-0.4829118
True,False,0.0,2026-05-16,5.0,0.415,0.40499999999999997,,-0.43247979999999997
True,True,1.0,2026-05-16,5.0,0.435,0.425,0.575,0.5473041999999999
True,False,0.0,2026-05-16,3.04,0.495,0.42500000000000004,,-0.5129982
True,True,0.0,2026-05-16,5.0,0.395,0.385,-0.385,-0.4122062
True,True,1.0,2026-05-16,4.04,0.405,0.395,0.605,0.5776498
True,False,0.0,2026-05-16,5.0,0.495,0.345,,-0.5129982
True,True,0.0,2026-05-16,3.13,0.445,0.4350000000000001,-0.4350000000000001,-0.46278220000000003
True,True,0.0,2026-05-16,5.0,0.34500000000000003,0.335,-0.335,-0.36127020000000004
True,False,1.0,2026-05-16,4.15,0.485,0.475,,0.4970162
True,False,0.0,2026-05-16,1.16,0.495,0.485,,-0.5129982
True,True,0.0,2026-05-16,5.0,0.385,0.375,-0.375,-0.4020478
True,True,1.0,2026-05-16,3.41,0.525,0.515,0.485,0.457045
True,False,1.0,2026-05-16,3.79,0.425,0.415,,0.5574049999999999
True,False,1.0,2026-05-16,2.53,0.495,0.475,,0.4870018
True,False,0.0,2026-05-16,3.67,0.425,0.38499999999999995,,-0.44259499999999996
True,False,1.0,2026-05-16,1.83,0.495,0.45499999999999996,,0.4870018
True,False,1.0,2026-05-16,4.04,0.475,0.45499999999999996,,0.507045
True,False,1.0,2026-05-16,5.0,0.34500000000000003,0.2950000000000001,,0.6387298
True,False,0.0,2026-05-16,5.0,0.365,0.355,,-0.38168779999999997
True,False,0.0,2026-05-16,1.0,0.525,0.515,,-0.5429550000000001
True,False,0.0,2026-05-16,5.0,0.445,0.35500000000000004,,-0.46278220000000003
True,True,0.0,2026-05-16,1.0,0.545,0.5150000000000001,-0.5150000000000001,-0.5628542000000001
True,True,0.0,2026-05-16,3.42,0.475,0.45499999999999996,-0.45499999999999996,-0.492955
True,False,0.0,2026-05-16,4.06,0.405,0.395,,-0.4223502
True,True,0.0,2026-05-16,2.2,0.415,0.395,-0.395,-0.43247979999999997
True,False,1.0,2026-05-16,1.0,0.495,0.465,,0.4870018
True,False,1.0,2026-05-16,1.12,0.475,0.46499999999999997,,0.507045
True,False,0.0,2026-05-16,1.0,0.505,0.485,,-0.5229982
True,False,0.0,2026-05-16,1.79,0.425,0.415,,-0.44259499999999996
True,True,0.0,2026-05-16,3.07,0.265,0.255,-0.255,-0.2790238
True,False,1.0,2026-05-16,2.21,0.495,0.485,,0.4870018
True,True,1.0,2026-05-16,4.56,0.435,0.405,0.595,0.5473041999999999
True,False,1.0,2026-05-16,2.22,0.525,0.515,,0.457045
True,False,0.0,2026-05-16,3.32,0.475,0.465,,-0.492955
True,False,1.0,2026-05-16,1.81,0.505,0.425,,0.4770018
True,True,0.0,2026-05-16,5.0,0.455,0.445,-0.445,-0.4728542
True,False,0.0,2026-05-16,5.0,0.395,0.385,,-0.4122062
True,False,0.0,2026-05-16,5.0,0.34500000000000003,0.335,,-0.36127020000000004
True,False,1.0,2026-05-16,2.79,0.385,0.375,,0.5979522
True,False,0.0,2026-05-16,1.97,0.445,0.4150000000000001,,-0.46278220000000003
True,True,0.0,2026-05-16,2.93,0.395,0.385,-0.385,-0.4122062
True,True,0.0,2026-05-16,1.62,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-05-16,1.53,0.515,0.505,-0.505,-0.5329838
True,False,0.0,2026-05-16,5.0,0.095,0.08499999999999999,,-0.10119020000000001
True,False,0.0,2026-05-16,1.0,0.495,0.475,,-0.5129982
True,True,1.0,2026-05-16,2.3,0.445,0.435,0.565,0.5372178
True,True,0.0,2026-05-16,5.0,0.305,0.295,-0.295,-0.3202622
True,True,0.0,2026-05-16,1.18,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-05-16,1.89,0.515,0.505,-0.505,-0.5329838
True,True,1.0,2026-05-16,5.0,0.425,0.415,0.585,0.5574049999999999
True,True,1.0,2026-05-16,5.0,0.405,0.395,0.605,0.5776498
True,False,1.0,2026-05-16,5.0,0.425,0.415,,0.5574049999999999
True,False,0.0,2026-05-16,1.66,0.485,0.42500000000000004,,-0.5029838
True,True,0.0,2026-05-16,1.15,0.495,0.485,-0.485,-0.5129982
True,False,1.0,2026-05-16,5.0,0.385,0.375,,0.5979522
True,False,1.0,2026-05-16,5.0,0.415,0.40499999999999997,,0.5675201999999999
True,True,0.0,2026-05-16,5.0,0.395,0.385,-0.385,-0.4122062
True,False,0.0,2026-05-16,3.74,0.475,0.46499999999999997,,-0.492955
True,False,1.0,2026-05-16,1.73,0.465,0.455,,0.5170881999999999
True,False,0.0,2026-05-16,3.82,0.375,0.365,,-0.391875
True,False,0.0,2026-05-16,5.0,0.425,0.405,,-0.44259499999999996
True,False,1.0,2026-05-16,1.71,0.465,0.445,,0.5170881999999999
True,True,0.0,2026-05-16,5.0,0.23500000000000001,0.225,-0.225,-0.24794380000000002
True,True,0.0,2026-05-16,5.0,0.375,0.365,-0.365,-0.391875
True,True,1.0,2026-05-16,4.79,0.435,0.425,0.575,0.5473041999999999
True,True,0.0,2026-05-16,5.0,0.395,0.385,-0.385,-0.4122062
True,False,0.0,2026-05-16,5.0,0.265,0.255,,-0.2790238
True,False,0.0,2026-05-16,5.0,0.415,0.40499999999999997,,-0.43247979999999997
True,True,1.0,2026-05-16,1.47,0.495,0.485,0.515,0.4870018
True,False,0.0,2026-05-16,1.0,0.495,0.485,,-0.5129982
True,True,1.0,2026-05-16,2.46,0.425,0.415,0.585,0.5574049999999999
True,True,1.0,2026-05-16,1.93,0.495,0.475,0.525,0.4870018
True,False,0.0,2026-05-16,5.0,0.405,0.395,,-0.4223502
True,True,0.0,2026-05-16,1.0,0.505,0.495,-0.495,-0.5229982
True,False,0.0,2026-05-16,2.65,0.395,0.385,,-0.4122062
True,True,0.0,2026-05-16,1.14,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-05-16,5.0,0.375,0.365,-0.365,-0.391875
True,True,1.0,2026-05-17,1.86,0.505,0.495,0.505,0.4770018
True,False,1.0,2026-05-17,4.13,0.445,0.425,,0.5372178
True,True,1.0,2026-05-17,5.0,0.435,0.425,0.575,0.5473041999999999
True,False,0.0,2026-05-17,1.1,0.485,0.435,,-0.5029838
True,True,0.0,2026-05-17,5.0,0.465,0.445,-0.445,-0.4829118
True,False,1.0,2026-05-17,2.5,0.405,0.375,,0.5776498
True,True,1.0,2026-05-17,1.0,0.495,0.475,0.525,0.4870018
True,True,0.0,2026-05-17,4.73,0.445,0.435,-0.435,-0.46278220000000003
True,True,0.0,2026-05-17,2.53,0.495,0.485,-0.485,-0.5129982
True,True,1.0,2026-05-17,3.56,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,0.0,2026-05-17,2.61,0.405,0.395,-0.395,-0.4223502
True,False,1.0,2026-05-17,1.22,0.485,0.475,,0.4970162
True,False,1.0,2026-05-17,2.7,0.405,0.395,,0.5776498
True,True,1.0,2026-05-17,3.79,0.34500000000000003,0.335,0.665,0.6387298
True,False,0.0,2026-05-17,5.0,0.405,0.395,,-0.4223502
True,False,0.0,2026-05-17,5.0,0.14500000000000002,0.10499999999999998,,-0.1539262
True,False,0.0,2026-05-17,4.75,0.445,0.4050000000000001,,-0.46278220000000003
True,False,1.0,2026-05-17,5.0,0.405,0.395,,0.5776498
True,False,1.0,2026-05-17,5.0,0.405,0.395,,0.5776498
True,False,0.0,2026-05-17,5.0,0.185,0.16499999999999998,,-0.1958558
True,True,1.0,2026-05-17,2.63,0.435,0.415,0.585,0.5473041999999999
True,False,0.0,2026-05-17,2.03,0.455,0.405,,-0.4728542
True,True,1.0,2026-05-17,3.45,0.465,0.455,0.5449999999999999,0.5170881999999999
True,True,0.0,2026-05-17,5.0,0.475,0.43499999999999994,-0.43499999999999994,-0.492955
True,True,1.0,2026-05-17,1.91,0.525,0.455,0.5449999999999999,0.457045
True,True,0.0,2026-05-17,1.56,0.465,0.455,-0.455,-0.4829118
True,True,0.0,2026-05-17,5.0,0.305,0.295,-0.295,-0.3202622
True,True,1.0,2026-05-17,5.0,0.34500000000000003,0.335,0.665,0.6387298
True,True,1.0,2026-05-17,4.95,0.225,0.215,0.785,0.762445
True,False,1.0,2026-05-17,5.0,0.385,0.375,,0.5979522
True,False,1.0,2026-05-17,2.28,0.455,0.4250000000000001,,0.5271457999999999
True,False,0.0,2026-05-17,3.86,0.375,0.365,,-0.391875
True,False,1.0,2026-05-17,1.26,0.515,0.395,,0.4670162
True,False,0.0,2026-05-17,5.0,0.225,0.15500000000000005,,-0.23755500000000002
True,True,0.0,2026-05-17,5.0,0.485,0.475,-0.475,-0.5029838
True,False,1.0,2026-05-17,5.0,0.405,0.375,,0.5776498
True,True,1.0,2026-05-17,1.29,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-05-17,2.9,0.425,0.415,-0.415,-0.44259499999999996
True,False,1.0,2026-05-17,2.7,0.455,0.445,,0.5271457999999999
True,False,0.0,2026-05-17,2.71,0.425,0.39499999999999996,,-0.44259499999999996
True,True,0.0,2026-05-17,1.12,0.505,0.495,-0.495,-0.5229982
True,True,1.0,2026-05-17,5.0,0.355,0.345,0.655,0.6285138
True,True,1.0,2026-05-17,5.0,0.445,0.4350000000000001,0.565,0.5372178
True,True,0.0,2026-05-17,5.0,0.385,0.375,-0.375,-0.4020478
True,True,0.0,2026-05-17,5.0,0.20500000000000002,0.195,-0.195,-0.21673420000000002
True,True,0.0,2026-05-17,3.94,0.385,0.375,-0.375,-0.4020478
True,True,1.0,2026-05-17,3.66,0.375,0.365,0.635,0.608125
True,False,1.0,2026-05-17,1.09,0.515,0.495,,0.4670162
True,True,0.0,2026-05-17,1.72,0.475,0.46499999999999997,-0.46499999999999997,-0.492955
True,True,1.0,2026-05-17,5.0,0.325,0.2950000000000001,0.7049999999999998,0.659205
True,True,0.0,2026-05-17,2.8,0.435,0.425,-0.425,-0.4526958
True,True,0.0,2026-05-17,5.0,0.215,0.205,-0.205,-0.2271518
True,False,1.0,2026-05-17,5.0,0.455,0.4050000000000001,,0.5271457999999999
True,True,0.0,2026-05-17,5.0,0.295,0.285,-0.285,-0.3099742
True,False,0.0,2026-05-17,2.96,0.555,0.545,,-0.5727822
True,False,0.0,2026-05-17,1.53,0.515,0.505,,-0.5329838
True,True,0.0,2026-05-17,3.91,0.475,0.46499999999999997,-0.46499999999999997,-0.492955
True,True,1.0,2026-05-17,5.0,0.405,0.315,0.685,0.5776498
True,False,0.0,2026-05-17,2.06,0.505,0.495,,-0.5229982
True,False,0.0,2026-05-17,3.17,0.485,0.475,,-0.5029838
True,True,0.0,2026-05-17,4.35,0.34500000000000003,0.335,-0.335,-0.36127020000000004
True,True,0.0,2026-05-17,5.0,0.195,0.1850000000000001,-0.1850000000000001,-0.2063022
True,True,0.0,2026-05-17,2.6,0.485,0.455,-0.455,-0.5029838
True,True,1.0,2026-05-17,1.52,0.485,0.475,0.525,0.4970162
True,True,0.0,2026-05-17,2.49,0.495,0.485,-0.485,-0.5129982
True,False,1.0,2026-05-17,1.79,0.515,0.505,,0.4670162
True,False,0.0,2026-05-17,5.0,0.435,0.315,,-0.4526958
True,True,0.0,2026-05-17,5.0,0.135,0.125,-0.125,-0.1434078
True,False,0.0,2026-05-17,4.87,0.225,0.215,,-0.23755500000000002
True,False,0.0,2026-05-17,1.0,0.545,0.47500000000000003,,-0.5628542000000001
True,False,0.0,2026-05-17,4.02,0.465,0.455,,-0.4829118
True,False,1.0,2026-05-17,2.53,0.405,0.355,,0.5776498
True,True,0.0,2026-05-17,4.79,0.255,0.245,-0.245,-0.2686782
True,False,1.0,2026-05-17,5.0,0.405,0.395,,0.5776498
True,True,0.0,2026-05-17,5.0,0.34500000000000003,0.335,-0.335,-0.36127020000000004
True,True,0.0,2026-05-17,4.55,0.445,0.4350000000000001,-0.4350000000000001,-0.46278220000000003
True,True,0.0,2026-05-17,5.0,0.365,0.355,-0.355,-0.38168779999999997
True,False,0.0,2026-05-17,2.44,0.405,0.385,,-0.4223502
True,False,0.0,2026-05-17,1.0,0.485,0.475,,-0.5029838
True,True,0.0,2026-05-17,1.0,0.515,0.505,-0.505,-0.5329838
True,False,0.0,2026-05-17,3.06,0.435,0.38499999999999995,,-0.4526958
True,True,1.0,2026-05-18,1.35,0.495,0.485,0.515,0.4870018
True,False,0.0,2026-05-18,2.18,0.425,0.415,,-0.44259499999999996
True,False,0.0,2026-05-18,1.72,0.525,0.505,,-0.5429550000000001
True,False,0.0,2026-05-18,1.0,0.495,0.475,,-0.5129982
True,False,0.0,2026-05-18,4.84,0.475,0.465,,-0.492955
True,False,0.0,2026-05-18,5.0,0.405,0.365,,-0.4223502
True,True,0.0,2026-05-18,4.61,0.435,0.425,-0.425,-0.4526958
True,True,0.0,2026-05-18,1.0,0.525,0.515,-0.515,-0.5429550000000001
True,False,0.0,2026-05-18,2.88,0.405,0.395,,-0.4223502
True,True,0.0,2026-05-18,5.0,0.415,0.405,-0.405,-0.43247979999999997
True,True,0.0,2026-05-18,3.79,0.455,0.395,-0.395,-0.4728542
True,False,1.0,2026-05-18,1.0,0.505,0.495,,0.4770018
True,False,0.0,2026-05-18,4.73,0.425,0.415,,-0.44259499999999996
True,True,1.0,2026-05-18,5.0,0.415,0.405,0.595,0.5675201999999999
True,True,1.0,2026-05-18,1.6,0.495,0.485,0.515,0.4870018
True,False,1.0,2026-05-18,5.0,0.415,0.405,,0.5675201999999999
True,True,0.0,2026-05-18,1.04,0.495,0.475,-0.475,-0.5129982
True,False,0.0,2026-05-18,4.55,0.435,0.405,,-0.4526958
True,False,1.0,2026-05-18,1.03,0.515,0.505,,0.4670162
True,True,0.0,2026-05-18,2.58,0.395,0.385,-0.385,-0.4122062
True,False,0.0,2026-05-18,5.0,0.315,0.305,,-0.3305358
True,False,0.0,2026-05-18,2.59,0.485,0.475,,-0.5029838
True,False,1.0,2026-05-18,1.97,0.485,0.475,,0.4970162
True,True,1.0,2026-05-18,2.08,0.435,0.425,0.575,0.5473041999999999
True,True,0.0,2026-05-18,1.55,0.495,0.485,-0.485,-0.5129982
True,False,1.0,2026-05-18,2.55,0.505,0.395,,0.4770018
True,True,1.0,2026-05-18,1.0,0.495,0.485,0.515,0.4870018
True,True,1.0,2026-05-18,5.0,0.405,0.395,0.605,0.5776498
True,True,0.0,2026-05-18,5.0,0.405,0.395,-0.395,-0.4223502
True,True,1.0,2026-05-18,5.0,0.405,0.395,0.605,0.5776498
True,True,1.0,2026-05-18,2.89,0.385,0.375,0.625,0.5979522
True,False,0.0,2026-05-18,5.0,0.415,0.40499999999999997,,-0.43247979999999997
True,False,0.0,2026-05-18,2.64,0.515,0.505,,-0.5329838
True,True,1.0,2026-05-18,1.0,0.525,0.515,0.485,0.457045
True,True,0.0,2026-05-18,2.92,0.475,0.465,-0.465,-0.492955
True,True,0.0,2026-05-18,2.66,0.405,0.395,-0.395,-0.4223502
True,True,1.0,2026-05-18,1.2,0.515,0.505,0.495,0.4670162
True,True,0.0,2026-05-18,2.55,0.395,0.33499999999999996,-0.33499999999999996,-0.4122062
True,True,1.0,2026-05-18,5.0,0.405,0.395,0.605,0.5776498
True,True,0.0,2026-05-18,3.17,0.465,0.455,-0.455,-0.4829118
True,False,0.0,2026-05-18,5.0,0.455,0.445,,-0.4728542
True,True,1.0,2026-05-18,3.33,0.455,0.445,0.5549999999999999,0.5271457999999999
True,True,1.0,2026-05-18,4.62,0.455,0.445,0.5549999999999999,0.5271457999999999
True,False,1.0,2026-05-18,1.82,0.545,0.535,,0.4371458
True,False,0.0,2026-05-18,3.69,0.415,0.405,,-0.43247979999999997
True,True,1.0,2026-05-18,2.92,0.405,0.395,0.605,0.5776498
True,False,0.0,2026-05-18,1.18,0.495,0.475,,-0.5129982
True,False,1.0,2026-05-18,2.25,0.495,0.485,,0.4870018
True,False,1.0,2026-05-18,4.37,0.455,0.445,,0.5271457999999999
True,True,1.0,2026-05-18,2.05,0.505,0.495,0.505,0.4770018
True,False,1.0,2026-05-18,1.13,0.515,0.505,,0.4670162
True,False,1.0,2026-05-18,5.0,0.405,0.395,,0.5776498
True,False,1.0,2026-05-18,1.99,0.495,0.485,,0.4870018
True,False,1.0,2026-05-18,2.88,0.435,0.425,,0.5473041999999999
True,True,1.0,2026-05-18,1.95,0.505,0.495,0.505,0.4770018
True,False,0.0,2026-05-18,2.04,0.505,0.485,,-0.5229982
True,False,1.0,2026-05-18,2.17,0.495,0.485,,0.4870018
True,True,1.0,2026-05-18,4.81,0.495,0.485,0.515,0.4870018
True,True,0.0,2026-05-18,5.0,0.405,0.395,-0.395,-0.4223502
True,False,0.0,2026-05-18,2.95,0.485,0.475,,-0.5029838
True,False,1.0,2026-05-18,1.0,0.555,0.545,,0.4272178
True,True,1.0,2026-05-18,3.37,0.405,0.395,0.605,0.5776498
True,True,1.0,2026-05-18,2.54,0.435,0.425,0.575,0.5473041999999999
True,False,0.0,2026-05-18,5.0,0.415,0.405,,-0.43247979999999997
True,False,1.0,2026-05-18,2.72,0.485,0.475,,0.4970162
True,False,1.0,2026-05-18,1.03,0.545,0.525,,0.4371458
True,False,0.0,2026-05-18,1.07,0.525,0.515,,-0.5429550000000001
True,False,0.0,2026-05-18,2.97,0.425,0.415,,-0.44259499999999996
True,True,0.0,2026-05-18,5.0,0.405,0.395,-0.395,-0.4223502
True,True,1.0,2026-05-18,4.68,0.445,0.425,0.575,0.5372178
True,True,0.0,2026-05-18,3.02,0.405,0.395,-0.395,-0.4223502
True,False,1.0,2026-05-18,1.35,0.475,0.465,,0.507045
True,False,1.0,2026-05-18,2.06,0.495,0.485,,0.4870018
True,False,1.0,2026-05-18,2.92,0.425,0.39499999999999996,,0.5574049999999999
True,True,0.0,2026-05-18,4.44,0.455,0.445,-0.445,-0.4728542
True,False,1.0,2026-05-18,4.4,0.475,0.455,,0.507045
True,True,0.0,2026-05-18,1.0,0.525,0.465,-0.465,-0.5429550000000001
True,False,1.0,2026-05-18,1.0,0.545,0.535,,0.4371458
True,True,1.0,2026-05-18,1.74,0.485,0.475,0.525,0.4970162
True,True,0.0,2026-05-18,1.82,0.505,0.495,-0.495,-0.5229982
True,True,0.0,2026-05-18,3.25,0.385,0.375,-0.375,-0.4020478
True,False,1.0,2026-05-18,3.55,0.425,0.415,,0.5574049999999999
True,False,1.0,2026-05-18,1.4,0.475,0.435,,0.507045
True,False,0.0,2026-05-18,2.57,0.425,0.39499999999999996,,-0.44259499999999996
True,True,1.0,2026-05-18,3.93,0.465,0.455,0.5449999999999999,0.5170881999999999
True,False,1.0,2026-05-18,4.43,0.495,0.485,,0.4870018
True,True,1.0,2026-05-18,2.02,0.525,0.515,0.485,0.457045
True,False,0.0,2026-05-18,4.68,0.455,0.445,,-0.4728542
True,False,0.0,2026-05-18,5.0,0.435,0.425,,-0.4526958
True,True,1.0,2026-05-18,1.45,0.495,0.485,0.515,0.4870018
